02/12/19,1,1
03/12/19,1,1
04/12/19,1,1
05/12/19,0,0
06/12/19,0,0
07/12/19,0,0
08/12/19,0,0
09/12/19,0,0
10/12/19,0,0
11/12/19,0,0
12/12/19,0,0
13/12/19,0,0
14/12/19,0,0
15/12/19,0,0
16/12/19,0,0
17/12/19,0,0
18/12/19,0,0
19/12/19,0,0
20/12/19,0,0
21/12/19,0,0
22/12/19,0,0
23/12/19,0,0
24/12/19,0,0
25/12/19,0,0
26/12/19,0,0
27/12/19,0,0
28/12/19,0,0
29/12/19,0,0
30/12/19,0,0
31/12/19,0,0
01/01/20,0,0
02/01/20,0,0
03/01/20,0,0
04/01/20,0,0
05/01/20,0,0
06/01/20,0,0
07/01/20,0,0
08/01/20,0,0
09/01/20,0,0
10/01/20,0,0
11/01/20,0,0
12/01/20,0,0
13/01/20,0,0
14/01/20,0,0
15/01/20,0,0
16/01/20,0,0
17/01/20,0,0
18/01/20,0,0
19/01/20,0,0
20/01/20,0,0
21/01/20,0,0
22/01/20,0,0
23/01/20,0,0
24/01/20,0,0
25/01/20,0,0
26/01/20,0,0
27/01/20,0,0
28/01/20,0,0
29/01/20,0,0
30/01/20,0,0
31/01/20,0,0
01/02/20,0,0
02/02/20,0,0
03/02/20,0,0
04/02/20,0,0
05/02/20,0,0
06/02/20,0,0
07/02/20,0,0
08/02/20,0,0
09/02/20,0,0
10/02/20,0,0
11/02/20,0,0
12/02/20,0,0
13/02/20,0,0
14/02/20,0,0
15/02/20,0,0
16/02/20,0,0
17/02/20,0,0
18/02/20,0,0
19/02/20,0,0
20/02/20,0,0
21/02/20,0,0
22/02/20,0,0
23/02/20,0,0
24/02/20,0,0
25/02/20,0,0
26/02/20,0,0
27/02/20,0,0
28/02/20,0,0
29/02/20,0,0
01/03/20,0,0
02/03/20,1,0
03/03/20,0,0
04/03/20,0,0
05/03/20,1,0
06/03/20,0,0
07/03/20,0,0
08/03/20,0,0
09/03/20,0,0
10/03/20,0,0
11/03/20,0,0
12/03/20,0,0
13/03/20,0,0
14/03/20,0,0
15/03/20,0,0
16/03/20,0,0
17/03/20,0,0
18/03/20,0,0
19/03/20,0,0
20/03/20,0,0
21/03/20,0,0
22/03/20,0,0
23/03/20,0,0
24/03/20,0,0
25/03/20,0,0
26/03/20,0,0
27/03/20,0,0
28/03/20,0,0
29/03/20,0,0
30/03/20,0,0
31/03/20,0,0
01/04/20,0,0
02/04/20,0,0
03/04/20,0,0
04/04/20,0,0
05/04/20,0,0
06/04/20,0,0
07/04/20,0,0
08/04/20,0,0
09/04/20,0,0
10/04/20,0,0
11/04/20,0,0
12/04/20,0,0
13/04/20,0,0
14/04/20,0,0
15/04/20,0,0
16/04/20,0,0
17/04/20,0,0
18/04/20,0,0
19/04/20,0,0
20/04/20,0,0
21/04/20,0,0
22/04/20,0,0
23/04/20,0,0
24/04/20,0,0
25/04/20,0,0
26/04/20,0,0
27/04/20,0,0
28/04/20,0,0
29/04/20,0,0
30/04/20,0,0
01/05/20,0,0
02/05/20,0,0
03/05/20,0,0
04/05/20,0,0
05/05/20,0,0
06/05/20,0,0
07/05/20,0,0
08/05/20,0,0
09/05/20,0,0
10/05/20,0,0
11/05/20,0,0
12/05/20,0,0
13/05/20,0,0
14/05/20,0,0
15/05/20,0,0
16/05/20,0,0
17/05/20,0,0
18/05/20,0,0
19/05/20,0,0
20/05/20,0,0
21/05/20,0,0
22/05/20,0,0
23/05/20,0,0
24/05/20,0,0
25/05/20,0,0
26/05/20,0,0
27/05/20,0,0
28/05/20,0,0
29/05/20,0,0
30/05/20,0,0
31/05/20,0,0
01/06/20,0,0
02/06/20,0,0
03/06/20,0,0
04/06/20,0,0
05/06/20,0,0
06/06/20,0,0
07/06/20,0,0
08/06/20,0,0
09/06/20,0,0
10/06/20,0,0
11/06/20,0,0
12/06/20,0,0
13/06/20,0,0
14/06/20,0,0
15/06/20,0,0
16/06/20,0,0
17/06/20,0,0
18/06/20,0,0
19/06/20,0,0
20/06/20,0,0
21/06/20,0,0
22/06/20,0,0
23/06/20,0,0
24/06/20,0,0
25/06/20,0,0
26/06/20,0,0
27/06/20,0,0
28/06/20,0,0
29/06/20,0,0
30/06/20,0,0
01/07/20,0,0
02/07/20,0,0
03/07/20,0,0
04/07/20,0,0
05/07/20,0,0
06/07/20,0,0
07/07/20,0,0
08/07/20,0,0
09/07/20,0,0
10/07/20,0,0
11/07/20,0,0
12/07/20,0,0
13/07/20,0,0
14/07/20,0,0
15/07/20,0,0
16/07/20,0,0
17/07/20,0,0
18/07/20,0,0
19/07/20,0,0
20/07/20,0,0
21/07/20,0,0
22/07/20,0,0
23/07/20,0,0
24/07/20,0,0
25/07/20,0,0
26/07/20,0,0
27/07/20,0,0
28/07/20,0,0
29/07/20,0,0
30/07/20,0,0
31/07/20,0,0
01/08/20,0,0
02/08/20,0,0
03/08/20,0,0
04/08/20,0,0
05/08/20,0,0
06/08/20,0,0
07/08/20,0,0
08/08/20,0,0
09/08/20,0,0
10/08/20,0,0
11/08/20,0,0
12/08/20,0,0
13/08/20,0,0
14/08/20,0,0
15/08/20,0,0
16/08/20,0,0
17/08/20,0,0
18/08/20,0,0
19/08/20,0,0
20/08/20,0,0
21/08/20,0,0
22/08/20,0,0
23/08/20,0,0
24/08/20,0,0
25/08/20,0,0
26/08/20,0,0
27/08/20,0,0
28/08/20,0,0
29/08/20,0,0
30/08/20,0,0
31/08/20,0,0
01/09/20,0,0
02/09/20,0,0
03/09/20,0,0
04/09/20,0,0
05/09/20,0,0
06/09/20,0,0
07/09/20,0,0
08/09/20,0,0
09/09/20,0,0
10/09/20,0,0
11/09/20,0,0
12/09/20,0,0
13/09/20,0,0
14/09/20,0,0
15/09/20,0,0
16/09/20,0,0
17/09/20,0,0
18/09/20,0,0
19/09/20,0,0
20/09/20,0,0
21/09/20,0,0
22/09/20,0,0
23/09/20,0,0
24/09/20,0,0
25/09/20,0,0
26/09/20,0,0
27/09/20,0,0
28/09/20,0,0
29/09/20,0,0
30/09/20,0,0
01/10/20,0,0
02/10/20,0,0
03/10/20,0,0
04/10/20,0,0
05/10/20,0,0
06/10/20,0,0
07/10/20,0,0
08/10/20,0,0
09/10/20,0,0
10/10/20,0,0
11/10/20,0,0
12/10/20,0,0
13/10/20,0,0
14/10/20,0,0
15/10/20,0,0
16/10/20,0,0
17/10/20,0,0
18/10/20,0,0
19/10/20,0,0
20/10/20,0,0
21/10/20,0,0
22/10/20,0,0
23/10/20,0,0
24/10/20,0,0
25/10/20,0,0
26/10/20,0,0
27/10/20,0,0
28/10/20,0,0
29/10/20,0,0
30/10/20,0,0
31/10/20,0,0
01/11/20,0,0
02/11/20,0,0
03/11/20,0,0
04/11/20,0,0
05/11/20,0,0
06/11/20,0,0
07/11/20,0,0
08/11/20,0,0
09/11/20,0,0
10/11/20,0,0
11/11/20,0,0
12/11/20,0,0
13/11/20,0,0
14/11/20,0,0
15/11/20,0,0
16/11/20,0,0
17/11/20,0,0
18/11/20,0,0
19/11/20,0,0
20/11/20,0,0
21/11/20,0,0
22/11/20,0,0
23/11/20,0,0
24/11/20,0,0
25/11/20,0,0
26/11/20,0,0
27/11/20,0,0
28/11/20,0,0
29/11/20,0,0
30/11/20,0,0
01/12/20,0,0
02/12/20,0,0
03/12/20,0,0
04/12/20,0,0
05/12/20,0,0
06/12/20,0,0
07/12/20,0,0
08/12/20,0,0
09/12/20,0,0
10/12/20,0,0
11/12/20,0,0
12/12/20,0,0
13/12/20,0,0
14/12/20,0,0
15/12/20,0,0
16/12/20,0,0
17/12/20,0,0
18/12/20,0,0
19/12/20,0,0
20/12/20,0,0
21/12/20,0,0
22/12/20,0,0
23/12/20,0,0
24/12/20,0,0
25/12/20,0,0
26/12/20,0,0
27/12/20,0,0
28/12/20,0,0
29/12/20,0,0
30/12/20,0,0
31/12/20,0,0
